FREQ,FREQ_LABEL,REF_AREA,REF_AREA_LABEL,INDICATOR,INDICATOR_LABEL,UNIT_MEASURE,UNIT_MEASURE_LABEL,DECIMALS,DECIMALS_LABEL,DATABASE_ID,DATABASE_ID_LABEL,UNIT_MULT,UNIT_MULT_LABEL,DATA_SOURCE,DATA_SOURCE_LABEL,OBS_STATUS,OBS_STATUS_LABEL,OBS_CONF,OBS_CONF_LABEL,1961,1962,1963,1964,1965,1966,1967,1968,1969,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022
A,Annual,IND,India,FAO_AS_4188,Total renewable water resources,M3_Y,Cubic meters per year,2,Two,FAO_AS,Aquastat,9,Billions,FAO_AS,Aquastat,E,Estimated value,PU,Public,1910.9,1910.9,1910.9,1910.9,1910.9,1910.9,1910.9,1910.9,1910.9,1910.9,1910.9,1910.9,1910.9,1910.9,1910.9,1910.9,1910.9,1910.9,1910.9,1910.9,1910.9,1910.9,1910.9,1910.9,1910.9,1910.9,1910.9,1910.9,1910.9,1910.9,1910.9,1910.9,1910.9,1910.9,1910.9,1910.9,1910.9,1910.9,1910.9,1910.9,1910.9,1910.9,1910.9,1910.9,1910.9,1910.9,1910.9,1910.9,1910.9,1910.9,1910.9,1910.9,1910.9,1910.9,1910.9,1910.9,1910.9,1910.9,,,,
A,Annual,IND,India,FAO_AS_4188,Total renewable water resources,M3_Y,Cubic meters per year,2,Two,FAO_AS,Aquastat,9,Billions,FAO_AS,Aquastat,I,Imputed value (CCSA definition),PU,Public,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1910.9,1910.9,1910.9,1910.9
A,Annual,IRL,Ireland,FAO_AS_4188,Total renewable water resources,M3_Y,Cubic meters per year,2,Two,FAO_AS,Aquastat,9,Billions,FAO_AS,Aquastat,E,Estimated value,PU,Public,52.0,52.0,52.0,52.0,52.0,52.0,52.0,52.0,52.0,52.0,52.0,52.0,52.0,52.0,52.0,52.0,52.0,52.0,52.0,52.0,52.0,52.0,52.0,52.0,52.0,52.0,52.0,52.0,52.0,52.0,52.0,52.0,52.0,52.0,52.0,52.0,52.0,52.0,52.0,52.0,52.0,52.0,52.0,52.0,52.0,52.0,52.0,52.0,52.0,52.0,52.0,52.0,52.0,52.0,52.0,52.0,52.0,52.0,,,,
A,Annual,IRL,Ireland,FAO_AS_4188,Total renewable water resources,M3_Y,Cubic meters per year,2,Two,FAO_AS,Aquastat,9,Billions,FAO_AS,Aquastat,I,Imputed value (CCSA definition),PU,Public,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,52.0,52.0,52.0,52.0
A,Annual,IRN,"Iran, Islamic Rep.",FAO_AS_4188,Total renewable water resources,M3_Y,Cubic meters per year,2,Two,FAO_AS,Aquastat,9,Billions,FAO_AS,Aquastat,E,Estimated value,PU,Public,137.045,137.045,137.045,137.045,137.045,137.045,137.045,137.045,137.045,137.045,137.045,137.045,137.045,137.045,137.045,137.045,137.045,137.045,137.045,137.045,137.045,137.045,137.045,137.045,137.045,137.045,137.045,137.045,137.045,137.045,137.045,137.045,137.045,137.045,137.045,137.045,137.045,137.045,137.045,137.045,137.045,137.045,137.045,137.045,137.045,137.045,137.045,137.045,137.045,137.045,137.045,137.045,137.045,137.045,137.045,137.045,137.045,137.045,,,,
A,Annual,IRN,"Iran, Islamic Rep.",FAO_AS_4188,Total renewable water resources,M3_Y,Cubic meters per year,2,Two,FAO_AS,Aquastat,9,Billions,FAO_AS,Aquastat,I,Imputed value (CCSA definition),PU,Public,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,137.045,137.045,137.045,137.045
A,Annual,IRQ,Iraq,FAO_AS_4188,Total renewable water resources,M3_Y,Cubic meters per year,2,Two,FAO_AS,Aquastat,9,Billions,FAO_AS,Aquastat,E,Estimated value,PU,Public,89.86,89.86,89.86,89.86,89.86,89.86,89.86,89.86,89.86,89.86,89.86,89.86,89.86,89.86,89.86,89.86,89.86,89.86,89.86,89.86,89.86,89.86,89.86,89.86,89.86,89.86,89.86,89.86,89.86,89.86,89.86,89.86,89.86,89.86,89.86,89.86,89.86,89.86,89.86,89.86,89.86,89.86,89.86,89.86,89.86,89.86,89.86,89.86,89.86,89.86,89.86,89.86,89.86,89.86,89.86,89.86,89.86,89.86,,,,
A,Annual,IRQ,Iraq,FAO_AS_4188,Total renewable water resources,M3_Y,Cubic meters per year,2,Two,FAO_AS,Aquastat,9,Billions,FAO_AS,Aquastat,I,Imputed value (CCSA definition),PU,Public,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,89.86,89.86,89.86,89.86
A,Annual,ISL,Iceland,FAO_AS_4188,Total renewable water resources,M3_Y,Cubic meters per year,2,Two,FAO_AS,Aquastat,9,Billions,FAO_AS,Aquastat,E,Estimated value,PU,Public,170.0,170.0,170.0,170.0,170.0,170.0,170.0,170.0,170.0,170.0,170.0,170.0,170.0,170.0,170.0,170.0,170.0,170.0,170.0,170.0,170.0,170.0,170.0,170.0,170.0,170.0,170.0,170.0,170.0,170.0,170.0,170.0,170.0,170.0,170.0,170.0,170.0,170.0,170.0,170.0,170.0,170.0,170.0,170.0,170.0,170.0,170.0,170.0,170.0,170.0,170.0,170.0,170.0,170.0,170.0,170.0,170.0,170.0,,,,
A,Annual,ISL,Iceland,FAO_AS_4188,Total renewable water resources,M3_Y,Cubic meters per year,2,Two,FAO_AS,Aquastat,9,Billions,FAO_AS,Aquastat,I,Imputed value (CCSA definition),PU,Public,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,170.0,170.0,170.0,170.0
A,Annual,ISR,Israel,FAO_AS_4188,Total renewable water resources,M3_Y,Cubic meters per year,2,Two,FAO_AS,Aquastat,9,Billions,FAO_AS,Aquastat,E,Estimated value,PU,Public,1.78,1.78,1.78,1.78,1.78,1.78,1.78,1.78,1.78,1.78,1.78,1.78,1.78,1.78,1.78,1.78,1.78,1.78,1.78,1.78,1.78,1.78,1.78,1.78,1.78,1.78,1.78,1.78,1.78,1.78,1.78,1.78,1.78,1.78,1.78,1.78,1.78,1.78,1.78,1.78,1.78,1.78,1.78,1.78,1.78,1.78,1.78,1.78,1.78,1.78,1.78,1.78,1.78,1.78,1.78,1.78,1.78,1.78,,,,
A,Annual,ISR,Israel,FAO_AS_4188,Total renewable water resources,M3_Y,Cubic meters per year,2,Two,FAO_AS,Aquastat,9,Billions,FAO_AS,Aquastat,I,Imputed value (CCSA definition),PU,Public,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.78,1.78,1.78,1.78
A,Annual,ITA,Italy,FAO_AS_4188,Total renewable water resources,M3_Y,Cubic meters per year,2,Two,FAO_AS,Aquastat,9,Billions,FAO_AS,Aquastat,E,Estimated value,PU,Public,191.3,191.3,191.3,191.3,191.3,191.3,191.3,191.3,191.3,191.3,191.3,191.3,191.3,191.3,191.3,191.3,191.3,191.3,191.3,191.3,191.3,191.3,191.3,191.3,191.3,191.3,191.3,191.3,191.3,191.3,191.3,191.3,191.3,191.3,191.3,191.3,191.3,191.3,191.3,191.3,191.3,191.3,191.3,191.3,191.3,191.3,191.3,191.3,191.3,191.3,191.3,191.3,191.3,191.3,191.3,191.3,191.3,191.3,,,,
A,Annual,ITA,Italy,FAO_AS_4188,Total renewable water resources,M3_Y,Cubic meters per year,2,Two,FAO_AS,Aquastat,9,Billions,FAO_AS,Aquastat,I,Imputed value (CCSA definition),PU,Public,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,191.3,191.3,191.3,191.3
A,Annual,JAM,Jamaica,FAO_AS_4188,Total renewable water resources,M3_Y,Cubic meters per year,2,Two,FAO_AS,Aquastat,9,Billions,FAO_AS,Aquastat,E,Estimated value,PU,Public,10.823,10.823,10.823,10.823,10.823,10.823,10.823,10.823,10.823,10.823,10.823,10.823,10.823,10.823,10.823,10.823,10.823,10.823,10.823,10.823,10.823,10.823,10.823,10.823,10.823,10.823,10.823,10.823,10.823,10.823,10.823,10.823,10.823,10.823,10.823,10.823,10.823,10.823,10.823,10.823,10.823,10.823,10.823,10.823,10.823,10.823,10.823,10.823,10.823,10.823,10.823,10.823,10.823,10.823,10.823,10.823,10.823,10.823,,,,
A,Annual,JAM,Jamaica,FAO_AS_4188,Total renewable water resources,M3_Y,Cubic meters per year,2,Two,FAO_AS,Aquastat,9,Billions,FAO_AS,Aquastat,I,Imputed value (CCSA definition),PU,Public,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10.823,10.823,10.823,10.823
A,Annual,JOR,Jordan,FAO_AS_4188,Total renewable water resources,M3_Y,Cubic meters per year,2,Two,FAO_AS,Aquastat,9,Billions,FAO_AS,Aquastat,E,Estimated value,PU,Public,0.937,0.937,0.937,0.937,0.937,0.937,0.937,0.937,0.937,0.937,0.937,0.937,0.937,0.937,0.937,0.937,0.937,0.937,0.937,0.937,0.937,0.937,0.937,0.937,0.937,0.937,0.937,0.937,0.937,0.937,0.937,0.937,0.937,0.937,0.937,0.937,0.937,0.937,0.937,0.937,0.937,0.937,0.937,0.937,0.937,0.937,0.937,0.937,0.937,0.937,0.937,0.937,0.937,0.937,0.937,0.937,0.937,0.937,,,,
A,Annual,JOR,Jordan,FAO_AS_4188,Total renewable water resources,M3_Y,Cubic meters per year,2,Two,FAO_AS,Aquastat,9,Billions,FAO_AS,Aquastat,I,Imputed value (CCSA definition),PU,Public,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.937,0.937,0.937,0.937
A,Annual,JPN,Japan,FAO_AS_4188,Total renewable water resources,M3_Y,Cubic meters per year,2,Two,FAO_AS,Aquastat,9,Billions,FAO_AS,Aquastat,E,Estimated value,PU,Public,430.0,430.0,430.0,430.0,430.0,430.0,430.0,430.0,430.0,430.0,430.0,430.0,430.0,430.0,430.0,430.0,430.0,430.0,430.0,430.0,430.0,430.0,430.0,430.0,430.0,430.0,430.0,430.0,430.0,430.0,430.0,430.0,430.0,430.0,430.0,430.0,430.0,430.0,430.0,430.0,430.0,430.0,430.0,430.0,430.0,430.0,430.0,430.0,430.0,430.0,430.0,430.0,430.0,430.0,430.0,430.0,430.0,430.0,,,,
A,Annual,JPN,Japan,FAO_AS_4188,Total renewable water resources,M3_Y,Cubic meters per year,2,Two,FAO_AS,Aquastat,9,Billions,FAO_AS,Aquastat,I,Imputed value (CCSA definition),PU,Public,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,430.0,430.0,430.0,430.0
A,Annual,KAZ,Kazakhstan,FAO_AS_4188,Total renewable water resources,M3_Y,Cubic meters per year,2,Two,FAO_AS,Aquastat,9,Billions,FAO_AS,Aquastat,E,Estimated value,PU,Public,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,108.41,108.41,108.41,108.41,108.41,108.41,108.41,108.41,108.41,108.41,108.41,108.41,108.41,108.41,108.41,108.41,108.41,108.41,108.41,108.41,108.41,108.41,108.41,108.41,108.41,108.41,108.41,,,,
A,Annual,KAZ,Kazakhstan,FAO_AS_4188,Total renewable water resources,M3_Y,Cubic meters per year,2,Two,FAO_AS,Aquastat,9,Billions,FAO_AS,Aquastat,I,Imputed value (CCSA definition),PU,Public,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,108.41,108.41,108.41,108.41
A,Annual,KEN,Kenya,FAO_AS_4188,Total renewable water resources,M3_Y,Cubic meters per year,2,Two,FAO_AS,Aquastat,9,Billions,FAO_AS,Aquastat,E,Estimated value,PU,Public,30.7,30.7,30.7,30.7,30.7,30.7,30.7,30.7,30.7,30.7,30.7,30.7,30.7,30.7,30.7,30.7,30.7,30.7,30.7,30.7,30.7,30.7,30.7,30.7,30.7,30.7,30.7,30.7,30.7,30.7,30.7,30.7,30.7,30.7,30.7,30.7,30.7,30.7,30.7,30.7,30.7,30.7,30.7,30.7,30.7,30.7,30.7,30.7,30.7,30.7,30.7,30.7,30.7,30.7,30.7,30.7,30.7,30.7,,,,
A,Annual,KEN,Kenya,FAO_AS_4188,Total renewable water resources,M3_Y,Cubic meters per year,2,Two,FAO_AS,Aquastat,9,Billions,FAO_AS,Aquastat,I,Imputed value (CCSA definition),PU,Public,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30.7,30.7,30.7,30.7
A,Annual,KGZ,Kyrgyz Republic,FAO_AS_4188,Total renewable water resources,M3_Y,Cubic meters per year,2,Two,FAO_AS,Aquastat,9,Billions,FAO_AS,Aquastat,E,Estimated value,PU,Public,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,23.618,23.618,23.618,23.618,23.618,23.618,23.618,23.618,23.618,23.618,23.618,23.618,23.618,23.618,23.618,23.618,23.618,23.618,23.618,23.618,23.618,23.618,23.618,23.618,23.618,23.618,23.618,,,,
A,Annual,KGZ,Kyrgyz Republic,FAO_AS_4188,Total renewable water resources,M3_Y,Cubic meters per year,2,Two,FAO_AS,Aquastat,9,Billions,FAO_AS,Aquastat,I,Imputed value (CCSA definition),PU,Public,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,23.618,23.618,23.618,23.618
A,Annual,KHM,Cambodia,FAO_AS_4188,Total renewable water resources,M3_Y,Cubic meters per year,2,Two,FAO_AS,Aquastat,9,Billions,FAO_AS,Aquastat,E,Estimated value,PU,Public,476.1,476.1,476.1,476.1,476.1,476.1,476.1,476.1,476.1,476.1,476.1,476.1,476.1,476.1,476.1,476.1,476.1,476.1,476.1,476.1,476.1,476.1,476.1,476.1,476.1,476.1,476.1,476.1,476.1,476.1,476.1,476.1,476.1,476.1,476.1,476.1,476.1,476.1,476.1,476.1,476.1,476.1,476.1,476.1,476.1,476.1,476.1,476.1,476.1,476.1,476.1,476.1,476.1,476.1,476.1,476.1,476.1,476.1,,,,
A,Annual,KHM,Cambodia,FAO_AS_4188,Total renewable water resources,M3_Y,Cubic meters per year,2,Two,FAO_AS,Aquastat,9,Billions,FAO_AS,Aquastat,I,Imputed value (CCSA definition),PU,Public,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,476.1,476.1,476.1,476.1
A,Annual,KIR,Kiribati,FAO_AS_4188,Total renewable water resources,M3_Y,Cubic meters per year,2,Two,FAO_AS,Aquastat,9,Billions,FAO_AS,Aquastat,E,Estimated value,PU,Public,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,
A,Annual,KIR,Kiribati,FAO_AS_4188,Total renewable water resources,M3_Y,Cubic meters per year,2,Two,FAO_AS,Aquastat,9,Billions,FAO_AS,Aquastat,I,Imputed value (CCSA definition),PU,Public,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0
A,Annual,KNA,St. Kitts and Nevis,FAO_AS_4188,Total renewable water resources,M3_Y,Cubic meters per year,2,Two,FAO_AS,Aquastat,9,Billions,FAO_AS,Aquastat,E,Estimated value,PU,Public,0.024,0.024,0.024,0.024,0.024,0.024,0.024,0.024,0.024,0.024,0.024,0.024,0.024,0.024,0.024,0.024,0.024,0.024,0.024,0.024,0.024,0.024,0.024,0.024,0.024,0.024,0.024,0.024,0.024,0.024,0.024,0.024,0.024,0.024,0.024,0.024,0.024,0.024,0.024,0.024,0.024,0.024,0.024,0.024,0.024,0.024,0.024,0.024,0.024,0.024,0.024,0.024,0.024,0.024,0.024,0.024,0.024,0.024,,,,
A,Annual,KNA,St. Kitts and Nevis,FAO_AS_4188,Total renewable water resources,M3_Y,Cubic meters per year,2,Two,FAO_AS,Aquastat,9,Billions,FAO_AS,Aquastat,I,Imputed value (CCSA definition),PU,Public,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.024,0.024,0.024,0.024
A,Annual,KOR,"Korea, Rep.",FAO_AS_4188,Total renewable water resources,M3_Y,Cubic meters per year,2,Two,FAO_AS,Aquastat,9,Billions,FAO_AS,Aquastat,E,Estimated value,PU,Public,69.7,69.7,69.7,69.7,69.7,69.7,69.7,69.7,69.7,69.7,69.7,69.7,69.7,69.7,69.7,69.7,69.7,69.7,69.7,69.7,69.7,69.7,69.7,69.7,69.7,69.7,69.7,69.7,69.7,69.7,69.7,69.7,69.7,69.7,69.7,69.7,69.7,69.7,69.7,69.7,69.7,69.7,69.7,69.7,69.7,69.7,69.7,69.7,69.7,69.7,69.7,69.7,69.7,69.7,69.7,69.7,69.7,69.7,,,,
A,Annual,KOR,"Korea, Rep.",FAO_AS_4188,Total renewable water resources,M3_Y,Cubic meters per year,2,Two,FAO_AS,Aquastat,9,Billions,FAO_AS,Aquastat,I,Imputed value (CCSA definition),PU,Public,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,69.7,69.7,69.7,69.7
A,Annual,KWT,Kuwait,FAO_AS_4188,Total renewable water resources,M3_Y,Cubic meters per year,2,Two,FAO_AS,Aquastat,9,Billions,FAO_AS,Aquastat,E,Estimated value,PU,Public,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,,,,
A,Annual,KWT,Kuwait,FAO_AS_4188,Total renewable water resources,M3_Y,Cubic meters per year,2,Two,FAO_AS,Aquastat,9,Billions,FAO_AS,Aquastat,I,Imputed value (CCSA definition),PU,Public,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.02,0.02,0.02,0.02
A,Annual,LAO,Lao PDR,FAO_AS_4188,Total renewable water resources,M3_Y,Cubic meters per year,2,Two,FAO_AS,Aquastat,9,Billions,FAO_AS,Aquastat,E,Estimated value,PU,Public,333.5,333.5,333.5,333.5,333.5,333.5,333.5,333.5,333.5,333.5,333.5,333.5,333.5,333.5,333.5,333.5,333.5,333.5,333.5,333.5,333.5,333.5,333.5,333.5,333.5,333.5,333.5,333.5,333.5,333.5,333.5,333.5,333.5,333.5,333.5,333.5,333.5,333.5,333.5,333.5,333.5,333.5,333.5,333.5,333.5,333.5,333.5,333.5,333.5,333.5,333.5,333.5,333.5,333.5,333.5,333.5,333.5,333.5,,,,
A,Annual,LAO,Lao PDR,FAO_AS_4188,Total renewable water resources,M3_Y,Cubic meters per year,2,Two,FAO_AS,Aquastat,9,Billions,FAO_AS,Aquastat,I,Imputed value (CCSA definition),PU,Public,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,333.5,333.5,333.5,333.5
A,Annual,LBN,Lebanon,FAO_AS_4188,Total renewable water resources,M3_Y,Cubic meters per year,2,Two,FAO_AS,Aquastat,9,Billions,FAO_AS,Aquastat,E,Estimated value,PU,Public,4.503,4.503,4.503,4.503,4.503,4.503,4.503,4.503,4.503,4.503,4.503,4.503,4.503,4.503,4.503,4.503,4.503,4.503,4.503,4.503,4.503,4.503,4.503,4.503,4.503,4.503,4.503,4.503,4.503,4.503,4.503,4.503,4.503,4.503,4.503,4.503,4.503,4.503,4.503,4.503,4.503,4.503,4.503,4.503,4.503,4.503,4.503,4.503,4.503,4.503,4.503,4.503,4.503,4.503,4.503,4.503,4.503,4.503,,,,
A,Annual,LBN,Lebanon,FAO_AS_4188,Total renewable water resources,M3_Y,Cubic meters per year,2,Two,FAO_AS,Aquastat,9,Billions,FAO_AS,Aquastat,I,Imputed value (CCSA definition),PU,Public,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.503,4.503,4.503,4.503
A,Annual,LBR,Liberia,FAO_AS_4188,Total renewable water resources,M3_Y,Cubic meters per year,2,Two,FAO_AS,Aquastat,9,Billions,FAO_AS,Aquastat,E,Estimated value,PU,Public,232.0,232.0,232.0,232.0,232.0,232.0,232.0,232.0,232.0,232.0,232.0,232.0,232.0,232.0,232.0,232.0,232.0,232.0,232.0,232.0,232.0,232.0,232.0,232.0,232.0,232.0,232.0,232.0,232.0,232.0,232.0,232.0,232.0,232.0,232.0,232.0,232.0,232.0,232.0,232.0,232.0,232.0,232.0,232.0,232.0,232.0,232.0,232.0,232.0,232.0,232.0,232.0,232.0,232.0,232.0,232.0,232.0,232.0,,,,
A,Annual,LBR,Liberia,FAO_AS_4188,Total renewable water resources,M3_Y,Cubic meters per year,2,Two,FAO_AS,Aquastat,9,Billions,FAO_AS,Aquastat,I,Imputed value (CCSA definition),PU,Public,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,232.0,232.0,232.0,232.0
A,Annual,LBY,Libya,FAO_AS_4188,Total renewable water resources,M3_Y,Cubic meters per year,2,Two,FAO_AS,Aquastat,9,Billions,FAO_AS,Aquastat,E,Estimated value,PU,Public,0.7,0.7,0.7,0.7,0.7,0.7,0.7,0.7,0.7,0.7,0.7,0.7,0.7,0.7,0.7,0.7,0.7,0.7,0.7,0.7,0.7,0.7,0.7,0.7,0.7,0.7,0.7,0.7,0.7,0.7,0.7,0.7,0.7,0.7,0.7,0.7,0.7,0.7,0.7,0.7,0.7,0.7,0.7,0.7,0.7,0.7,0.7,0.7,0.7,0.7,0.7,0.7,0.7,0.7,0.7,0.7,0.7,0.7,,,,
A,Annual,LBY,Libya,FAO_AS_4188,Total renewable water resources,M3_Y,Cubic meters per year,2,Two,FAO_AS,Aquastat,9,Billions,FAO_AS,Aquastat,I,Imputed value (CCSA definition),PU,Public,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.7,0.7,0.7,0.7
A,Annual,LCA,St. Lucia,FAO_AS_4188,Total renewable water resources,M3_Y,Cubic meters per year,2,Two,FAO_AS,Aquastat,9,Billions,FAO_AS,Aquastat,E,Estimated value,PU,Public,0.0,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3
A,Annual,LKA,Sri Lanka,FAO_AS_4188,Total renewable water resources,M3_Y,Cubic meters per year,2,Two,FAO_AS,Aquastat,9,Billions,FAO_AS,Aquastat,E,Estimated value,PU,Public,52.8,52.8,52.8,52.8,52.8,52.8,52.8,52.8,52.8,52.8,52.8,52.8,52.8,52.8,52.8,52.8,52.8,52.8,52.8,52.8,52.8,52.8,52.8,52.8,52.8,52.8,52.8,52.8,52.8,52.8,52.8,52.8,52.8,52.8,52.8,52.8,52.8,52.8,52.8,52.8,52.8,52.8,52.8,52.8,52.8,52.8,52.8,52.8,52.8,52.8,52.8,52.8,52.8,52.8,52.8,52.8,52.8,52.8,,,,
A,Annual,LKA,Sri Lanka,FAO_AS_4188,Total renewable water resources,M3_Y,Cubic meters per year,2,Two,FAO_AS,Aquastat,9,Billions,FAO_AS,Aquastat,I,Imputed value (CCSA definition),PU,Public,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,52.8,52.8,52.8,52.8
A,Annual,LSO,Lesotho,FAO_AS_4188,Total renewable water resources,M3_Y,Cubic meters per year,2,Two,FAO_AS,Aquastat,9,Billions,FAO_AS,Aquastat,E,Estimated value,PU,Public,3.022,3.022,3.022,3.022,3.022,3.022,3.022,3.022,3.022,3.022,3.022,3.022,3.022,3.022,3.022,3.022,3.022,3.022,3.022,3.022,3.022,3.022,3.022,3.022,3.022,3.022,3.022,3.022,3.022,3.022,3.022,3.022,3.022,3.022,3.022,3.022,3.022,3.022,3.022,3.022,3.022,3.022,3.022,3.022,3.022,3.022,3.022,3.022,3.022,3.022,3.022,3.022,3.022,3.022,3.022,3.022,3.022,3.022,,,,
A,Annual,LSO,Lesotho,FAO_AS_4188,Total renewable water resources,M3_Y,Cubic meters per year,2,Two,FAO_AS,Aquastat,9,Billions,FAO_AS,Aquastat,I,Imputed value (CCSA definition),PU,Public,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.022,3.022,3.022,3.022
A,Annual,LTU,Lithuania,FAO_AS_4188,Total renewable water resources,M3_Y,Cubic meters per year,2,Two,FAO_AS,Aquastat,9,Billions,FAO_AS,Aquastat,E,Estimated value,PU,Public,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,24.5,24.5,24.5,24.5,24.5,24.5,24.5,24.5,24.5,24.5,24.5,24.5,24.5,24.5,24.5,24.5,24.5,24.5,24.5,24.5,24.5,24.5,24.5,24.5,24.5,24.5,24.5,,,,
A,Annual,LTU,Lithuania,FAO_AS_4188,Total renewable water resources,M3_Y,Cubic meters per year,2,Two,FAO_AS,Aquastat,9,Billions,FAO_AS,Aquastat,I,Imputed value (CCSA definition),PU,Public,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,24.5,24.5,24.5,24.5
A,Annual,LUX,Luxembourg,FAO_AS_4188,Total renewable water resources,M3_Y,Cubic meters per year,2,Two,FAO_AS,Aquastat,9,Billions,FAO_AS,Aquastat,E,Estimated value,PU,Public,3.5,3.5,3.5,3.5,3.5,3.5,3.5,3.5,3.5,3.5,3.5,3.5,3.5,3.5,3.5,3.5,3.5,3.5,3.5,3.5,3.5,3.5,3.5,3.5,3.5,3.5,3.5,3.5,3.5,3.5,3.5,3.5,3.5,3.5,3.5,3.5,3.5,3.5,3.5,3.5,3.5,3.5,3.5,3.5,3.5,3.5,3.5,3.5,3.5,3.5,3.5,3.5,3.5,3.5,3.5,3.5,3.5,3.5,,,,
